custid,평균구매가격,구매브랜드종류,코너별구매건,아침구매액,점심구매액,봄구매액,여름구매액,가을구매액,겨울구매액,내점구매율,pred
103777,87914,32,26123,351655.172,3956120.69,1142879.31,1758275.862,703310.345,1494534.483,2.231,0.0
104031,40771,5,26123,40771.429,122314.286,285400.0,40771.429,40771.429,40771.429,1.75,0.0
104057,154347,17,26123,154347.368,1234778.947,617389.474,463042.105,463042.105,1389126.316,1.583,0.0
104055,74000,3,26123,74000.0,222000.0,74000.0,222000.0,74000.0,74000.0,2.0,0.0
104054,43250,4,26123,43250.0,86500.0,86500.0,86500.0,86500.0,43250.0,1.333,0.0
104038,35750,4,26123,35750.0,71500.0,71500.0,35750.0,35750.0,71500.0,1.0,0.0
104037,62280,5,26123,62280.0,249120.0,124560.0,124560.0,124560.0,62280.0,1.25,0.0
104034,123907,14,26123,743440.0,743440.0,247813.333,619533.333,495626.667,495626.667,1.154,0.0
104024,98971,7,26123,98971.429,494857.143,98971.429,197942.857,197942.857,197942.857,1.0,0.0
104008,45500,9,26123,136500.0,364000.0,182000.0,91000.0,91000.0,136500.0,1.375,0.0
104017,82555,15,26123,247664.348,1485986.087,660438.261,247664.348,495328.696,495328.696,2.091,0.0
104016,72333,5,26123,72333.333,361666.667,72333.333,72333.333,144666.667,217000.0,1.2,0.0
104015,64435,30,26123,128870.375,1417574.125,644351.875,1224268.562,773222.25,451046.312,1.714,0.0
104011,36711,6,26123,36711.111,73422.222,73422.222,183555.556,146844.444,36711.111,1.5,0.0
104010,21417,11,26123,214168.421,192751.579,42833.684,21416.842,192751.579,192751.579,2.375,0.0
104009,342364,16,26123,342363.636,5477818.182,342363.636,1711818.182,342363.636,5135454.545,2.444,0.0
103933,59200,5,26123,59200.0,236800.0,118400.0,118400.0,118400.0,118400.0,1.2,0.0
103932,180660,19,26123,903298.0,3974511.2,4155170.8,722638.4,180659.6,1445276.8,2.5,0.0
103929,36000,1,26123,36000.0,36000.0,72000.0,36000.0,36000.0,36000.0,1.0,0.0
103805,93550,5,26123,93550.0,374200.0,280650.0,93550.0,93550.0,280650.0,1.143,0.0
103832,267758,17,26123,1071033.333,4284133.333,535516.667,1071033.333,2142066.667,2677583.333,1.5,0.0
103830,132600,5,26123,132600.0,397800.0,663000.0,132600.0,132600.0,132600.0,1.25,0.0
103827,74319,28,26123,891829.263,2378211.368,297276.421,1783658.526,1189105.684,966148.368,2.192,0.0
103817,30000,1,26123,30000.0,90000.0,60000.0,30000.0,30000.0,30000.0,1.0,0.0
103816,196500,3,26123,393000.0,393000.0,589500.0,196500.0,196500.0,196500.0,1.333,0.0
103806,224286,5,26123,224285.714,897142.857,672857.143,224285.714,448571.429,448571.429,1.75,0.0
103803,121000,1,26123,121000.0,121000.0,242000.0,121000.0,121000.0,121000.0,1.0,0.0
103917,91889,46,26123,275665.8,3032323.8,826997.4,1010774.6,1470217.6,2205326.4,2.308,0.0
103802,44554,16,26123,178214.737,579197.895,400983.158,267322.105,133661.053,44553.684,1.727,0.0
103794,56491,9,26123,169472.727,225963.636,282454.545,225963.636,112981.818,56490.909,1.222,0.0
103793,285734,3,26123,285734.0,857202.0,1142936.0,571468.0,285734.0,1428670.0,1.375,0.0
103787,58493,6,26123,58492.857,818900.0,116985.714,116985.714,409450.0,292464.286,2.0,0.0
103786,47737,20,26123,716054.605,525106.711,525106.711,334158.816,620580.658,334158.816,1.267,0.0
103783,62394,24,26123,249574.054,1684624.865,561541.622,561541.622,436754.595,748722.162,1.682,0.0
103834,97350,4,26123,97350.0,389400.0,389400.0,97350.0,97350.0,97350.0,1.333,0.0
103840,162000,1,26123,162000.0,162000.0,162000.0,162000.0,162000.0,162000.0,1.0,0.0
103841,93233,16,26123,93233.385,1118800.615,559400.308,372933.538,652633.692,839100.462,1.444,0.0
103860,49589,13,26123,49589.286,1090964.286,446303.571,347125.0,347125.0,247946.429,1.474,0.0
103872,91290,9,26123,182580.0,730320.0,182580.0,91290.0,456450.0,273870.0,1.667,0.0
103874,71500,7,26123,71500.0,286000.0,500500.0,143000.0,214500.0,71500.0,1.5,0.0
103875,32000,1,26123,32000.0,32000.0,64000.0,32000.0,32000.0,32000.0,1.0,0.0
103882,48931,14,26123,342517.0,244655.0,293586.0,48931.0,48931.0,831827.0,1.533,0.0
103886,47294,22,26123,756705.356,1702587.051,47294.085,756705.356,1607998.881,378352.678,3.105,0.0
103887,138707,25,26123,970947.895,2774136.842,1248361.579,1803188.947,832241.053,1387068.421,2.533,0.0
103891,105594,14,26123,105593.75,1055937.5,633562.5,633562.5,105593.75,316781.25,1.455,0.0
103892,130747,11,26123,653733.333,1307466.667,915226.667,1045973.333,130746.667,130746.667,3.0,0.0
103896,92911,18,26123,92911.042,3066064.375,1765309.792,929110.417,1022021.458,743288.333,2.0,0.0
103898,93948,21,26123,1221324.78,2160805.38,751584.48,1691065.08,1221324.78,1033428.66,1.562,0.0
103905,48415,9,26123,48415.333,338907.333,96830.667,48415.333,532568.667,48415.333,2.0,0.0
103908,75800,7,26123,75800.0,606400.0,227400.0,75800.0,303200.0,75800.0,1.143,0.0
103915,88223,9,26123,264668.842,1411567.158,617560.632,529337.684,88222.947,441114.737,2.111,0.0
103479,86065,25,26123,344260.87,258195.652,1463108.696,86065.217,86065.217,2495891.304,1.84,0.0
103475,65375,3,26123,130750.0,65375.0,130750.0,65375.0,196125.0,65375.0,1.0,0.0
104059,74539,9,26123,74538.696,1341696.522,149077.391,149077.391,596309.565,819925.652,2.875,0.0
103083,89525,12,26123,89525.0,89525.0,626675.0,358100.0,89525.0,89525.0,2.0,0.0
103113,95650,8,26123,860850.0,286950.0,573900.0,95650.0,95650.0,573900.0,1.714,0.0
103111,68315,9,26123,68315.385,614838.462,204946.154,204946.154,409892.308,68315.385,1.3,0.0
103109,141000,4,26123,423000.0,423000.0,141000.0,282000.0,282000.0,141000.0,1.5,0.0
103107,64585,9,26123,64584.583,710430.417,129169.167,516676.667,64584.583,258338.333,3.0,0.0
103093,291000,1,26123,291000.0,291000.0,582000.0,291000.0,291000.0,291000.0,1.0,0.0
103091,80600,5,26123,80600.0,80600.0,80600.0,241800.0,80600.0,80600.0,1.25,0.0
103079,59656,20,26123,417589.433,1133457.033,1073801.4,357933.8,59655.633,357933.8,2.0,0.0
103119,159131,24,26123,159130.556,3023480.556,318261.111,3978263.889,1750436.111,159130.556,3.273,0.0
103077,104273,11,26123,104273.333,1251280.0,729913.333,312820.0,312820.0,208546.667,1.875,0.0
103070,36567,6,26123,36566.667,182833.333,219400.0,36566.667,36566.667,36566.667,2.0,0.0
103067,81128,9,26123,324513.455,486770.182,567898.545,81128.364,81128.364,162256.727,1.222,0.0
103065,155187,13,26123,310373.333,465560.0,310373.333,155186.667,931120.0,1086306.667,1.5,0.0
103064,56167,5,26123,56166.667,168500.0,337000.0,56166.667,56166.667,56166.667,2.0,0.0
103056,261333,3,26123,261333.333,784000.0,522666.667,261333.333,261333.333,784000.0,3.0,0.0
103117,60032,14,26123,120063.158,360189.474,420221.053,420221.053,60031.579,240126.316,1.188,0.0
103121,26410,12,26123,105638.095,422552.381,237685.714,316914.286,26409.524,26409.524,1.909,0.0
103046,71644,25,26123,143287.319,2865746.383,573149.277,1862735.149,716436.596,214930.979,1.88,0.0
103171,123368,34,26123,246735.087,3330923.674,1603778.065,1357042.978,1603778.065,1110307.891,1.643,0.0
103186,122902,12,26123,122902.381,2335145.238,1106121.429,737414.286,614511.905,122902.381,1.909,0.0
103184,126448,42,26123,1138029.592,7586863.944,2149611.451,2023163.718,3793431.972,1011581.859,2.29,0.0
103183,67152,16,26123,201456.774,1678806.452,402913.548,268609.032,805827.097,604370.323,1.632,0.0
103178,125871,13,26123,125871.267,1132841.4,755227.6,377613.8,377613.8,377613.8,1.875,0.0
103175,50786,10,26123,50785.714,507857.143,304714.286,50785.714,253928.571,152357.143,1.556,0.0
103172,64481,17,26123,322406.111,1418586.889,580331.0,257924.889,64481.222,838255.889,3.857,0.0
103168,46000,11,26123,92000.0,460000.0,138000.0,322000.0,92000.0,92000.0,1.167,0.0
103123,632667,3,26123,632666.667,1898000.0,1898000.0,632666.667,632666.667,632666.667,3.0,0.0
103158,32375,4,26123,32375.0,64750.0,32375.0,97125.0,32375.0,32375.0,1.333,0.0
103157,20857,3,26123,41714.286,62571.429,41714.286,20857.143,20857.143,146000.0,1.75,0.0
103149,85689,31,26123,856887.436,685509.949,1113953.667,942576.179,685509.949,599821.205,1.696,0.0
103145,67715,13,26123,609438.656,1422023.531,812584.875,677154.062,474007.844,203146.219,1.6,0.0
103141,81336,10,26123,81336.231,732026.077,162672.462,894698.538,81336.231,81336.231,2.167,0.0
103124,78822,16,26123,157643.191,2128183.085,788215.957,1182323.936,788215.957,945859.149,1.306,0.0
103051,62489,13,26123,62489.474,312447.368,562405.263,249957.895,62489.474,312447.368,1.357,0.0
103039,42043,10,26123,42042.857,294300.0,42042.857,336342.857,42042.857,210214.286,1.4,0.0
103474,136623,33,26123,273246.667,6694543.333,1092986.667,3825453.333,1776103.333,1502856.667,1.875,0.0
102937,47687,10,26123,95374.444,1335242.222,429185.0,238436.111,381497.778,667621.111,2.118,0.0
102958,113675,40,26123,1250421.839,6934157.471,2273494.253,2955542.529,2387168.966,2273494.253,2.231,0.0
102956,130000,1,26123,130000.0,130000.0,260000.0,130000.0,130000.0,130000.0,1.0,0.0
102954,67257,5,26123,269028.571,67257.143,134514.286,134514.286,336285.714,67257.143,2.333,0.0
102943,109366,8,26123,109366.333,328099.0,218732.667,109366.333,656198.0,328099.0,3.0,0.0
102940,143708,4,26123,143708.5,862251.0,431125.5,143708.5,143708.5,431125.5,3.0,0.0
102938,47764,26,26123,238820.513,1337394.872,1146338.462,47764.103,191056.41,477641.026,2.6,0.0
102932,99929,6,26123,99928.571,1399000.0,899357.143,199857.143,299785.714,99928.571,1.75,0.0
102968,92669,25,26123,92669.444,3150761.111,278008.333,1482711.111,556016.667,1019363.889,1.385,0.0
102931,46895,11,26123,93789.474,328263.158,93789.474,234473.684,562736.842,93789.474,1.727,0.0
102923,79909,16,26123,159818.182,1438363.636,479454.545,399545.455,639272.727,239727.273,2.444,0.0
102920,84451,28,26123,253351.579,2026812.632,506703.158,928955.789,675604.211,1097856.842,1.81,0.0
102917,123439,18,26123,123439.167,2592222.5,246878.333,740635.0,1110952.5,864074.167,1.846,0.0
102915,45545,19,26123,91090.0,546540.0,227725.0,91090.0,273270.0,318815.0,1.176,0.0
102914,111009,12,26123,666051.6,1110086.0,222017.2,777060.2,666051.6,1110086.0,2.273,0.0
102960,95500,2,26123,95500.0,191000.0,191000.0,95500.0,191000.0,95500.0,2.0,0.0
102972,61000,1,26123,61000.0,61000.0,122000.0,61000.0,61000.0,61000.0,1.0,0.0
103033,84500,6,26123,84500.0,507000.0,84500.0,253500.0,169000.0,84500.0,1.5,0.0
103006,137244,8,26123,274488.889,686222.222,411733.333,548977.778,137244.444,137244.444,1.5,0.0
103027,31000,2,26123,31000.0,62000.0,31000.0,31000.0,31000.0,31000.0,1.0,0.0
103025,297036,13,26123,297035.8,5940716.0,1782214.8,2079250.6,297035.8,2079250.6,5.0,0.0
103020,112296,34,26123,112295.652,4379530.435,1459843.478,1572139.13,1122956.522,1010660.87,1.917,0.0
103014,37512,19,26123,187557.812,825254.375,112534.688,450138.75,412627.188,225069.375,1.524,0.0
103013,42500,1,26123,42500.0,170000.0,85000.0,42500.0,170000.0,42500.0,1.333,0.0
103012,61575,32,26123,184725.904,2463012.048,1539382.53,2031984.94,800478.916,738903.614,2.306,0.0
103001,70187,9,26123,772053.333,280746.667,140373.333,280746.667,491306.667,280746.667,1.875,0.0
102975,68330,23,26123,204989.636,1298267.697,546639.03,546639.03,409979.273,751628.667,1.737,0.0
103000,52376,12,26123,52375.652,419005.217,104751.304,209502.609,209502.609,785634.783,2.556,0.0
102999,109270,22,26123,109270.0,2076130.0,437080.0,1092700.0,764890.0,764890.0,2.545,0.0
102995,25754,9,26123,25753.846,231784.615,128769.231,77261.538,77261.538,51507.692,1.083,0.0
102992,30770,9,26123,61540.0,246160.0,61540.0,61540.0,184620.0,30770.0,2.0,0.0
102988,65700,32,26123,131399.894,3744896.968,1313998.936,2759397.766,919799.255,1182599.043,2.611,0.0
102982,55500,2,26123,55500.0,222000.0,222000.0,55500.0,55500.0,55500.0,4.0,0.0
103194,71989,6,26123,71988.889,503922.222,143977.778,143977.778,287955.556,71988.889,1.286,0.0
103210,58800,5,26123,58800.0,411600.0,117600.0,58800.0,117600.0,411600.0,1.833,0.0
103213,57454,38,26123,459630.733,2470515.188,631992.257,2125792.139,2240699.822,804353.782,2.196,0.0
103382,42115,11,26123,42114.692,210573.462,294802.846,252688.154,336917.538,210573.462,1.182,0.0
103404,61333,2,26123,61333.333,61333.333,122666.667,61333.333,184000.0,61333.333,1.0,0.0
103403,45135,16,26123,45134.783,857560.87,90269.565,406213.043,180539.13,361078.261,1.278,0.0
103396,123787,10,26123,123786.667,1237866.667,247573.333,371360.0,618933.333,247573.333,2.0,0.0
103395,34000,1,26123,34000.0,102000.0,68000.0,34000.0,34000.0,34000.0,1.0,0.0
103394,32000,1,26123,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,1.0,0.0
103386,48837,7,26123,97674.222,244185.556,244185.556,48837.111,97674.222,97674.222,1.8,0.0
103380,38000,1,26123,38000.0,114000.0,76000.0,38000.0,38000.0,38000.0,1.0,0.0
103409,74475,11,26123,74475.0,1191600.0,297900.0,297900.0,446850.0,148950.0,1.333,0.0
103379,40664,8,26123,40663.636,406636.364,81327.273,203318.182,81327.273,81327.273,1.1,0.0
103371,177560,10,26123,177560.0,1065360.0,355120.0,177560.0,177560.0,1598040.0,2.0,0.0
103369,71410,23,26123,785510.892,1285381.459,856920.973,714100.811,499870.568,571280.649,1.276,0.0
103368,61547,24,26123,369283.333,1107850.0,430830.556,615472.222,369283.333,800113.889,1.714,0.0
103357,77834,20,26123,467006.897,1634524.138,389172.414,389172.414,467006.897,1011848.276,1.381,0.0
103353,63400,2,26123,63400.0,190200.0,63400.0,63400.0,63400.0,63400.0,1.0,0.0
103408,26800,3,26123,26800.0,134000.0,107200.0,26800.0,26800.0,26800.0,2.5,0.0
103411,127594,34,26123,2296689.6,5358942.4,2296689.6,2041501.867,1913908.0,1403532.533,2.308,0.0
103218,54722,13,26123,656666.667,273611.111,109444.444,218888.889,383055.556,273611.111,1.2,0.0
103450,125000,1,26123,125000.0,125000.0,250000.0,125000.0,125000.0,125000.0,1.0,0.0
103471,38700,9,26123,116100.0,232200.0,154800.0,38700.0,116100.0,38700.0,1.125,0.0
103470,101672,12,26123,101672.222,1321738.889,1118394.444,101672.222,101672.222,711705.556,4.5,0.0
103464,76333,3,26123,76333.333,229000.0,152666.667,76333.333,152666.667,76333.333,1.5,0.0
103456,105101,24,26123,210201.371,3153020.571,210201.371,1681610.971,1786711.657,105100.686,1.944,0.0
103455,84666,24,26123,592662.636,1693321.818,931327.0,1947320.091,761994.818,84666.091,1.517,0.0
103453,112312,45,26123,4717096.588,4492472.941,2695483.765,3481666.529,2470860.118,898494.588,2.833,0.0
103447,134985,27,26123,134984.545,3509598.182,1754799.091,134984.545,2834675.455,2834675.455,2.115,0.0
103412,53000,2,26123,53000.0,159000.0,106000.0,53000.0,53000.0,53000.0,1.5,0.0
103446,25200,1,26123,126000.0,75600.0,50400.0,25200.0,126000.0,25200.0,5.0,0.0
103436,41207,13,26123,247242.353,206035.294,123621.176,576898.824,41207.059,41207.059,3.4,0.0
103427,86919,21,26123,956112.903,1390709.677,695354.839,608435.484,521516.129,869193.548,1.476,0.0
103425,30650,3,26123,30650.0,122600.0,61300.0,122600.0,30650.0,30650.0,2.0,0.0
103424,30627,12,26123,306266.667,153133.333,153133.333,183760.0,122506.667,30626.667,1.364,0.0
103417,77884,10,26123,77883.583,623068.667,155767.167,467301.5,233650.75,77883.583,1.2,0.0
103350,57800,6,26123,57800.0,346800.0,115600.0,173400.0,231200.0,57800.0,1.4,0.0
103349,66712,23,26123,667116.667,1534368.333,867251.667,466981.667,466981.667,1200810.0,2.045,0.0
103345,60000,1,26123,60000.0,180000.0,60000.0,60000.0,60000.0,60000.0,1.0,0.0
103255,234894,10,26123,234894.0,3053622.0,1174470.0,704682.0,469788.0,2348940.0,1.818,0.0
103290,36500,1,26123,36500.0,109500.0,73000.0,36500.0,73000.0,36500.0,2.0,0.0
103285,245000,1,26123,245000.0,245000.0,490000.0,245000.0,245000.0,245000.0,1.0,0.0
103282,78333,3,26123,78333.333,156666.667,156666.667,78333.333,156666.667,78333.333,1.5,0.0
103281,106542,16,26123,106541.5,1811205.5,532707.5,852332.0,1171956.5,213083.0,2.0,0.0
103276,87269,25,26123,261808.059,1570848.353,959962.882,610885.471,698154.824,698154.824,1.36,0.0
103270,96440,7,26123,96440.0,482200.0,578640.0,96440.0,96440.0,385760.0,1.429,0.0
103250,40561,3,26123,40561.333,40561.333,81122.667,40561.333,40561.333,121684.0,1.5,0.0
103338,188500,2,26123,377000.0,565500.0,377000.0,188500.0,188500.0,188500.0,2.0,0.0
103248,43000,10,26123,43000.0,215000.0,86000.0,172000.0,258000.0,43000.0,3.333,0.0
103242,87733,2,26123,87733.333,263200.0,175466.667,87733.333,87733.333,87733.333,1.5,0.0
103241,102136,20,26123,919224.964,1736313.821,919224.964,714952.75,510680.536,714952.75,1.4,0.0
103235,111893,25,26123,1007037.0,1678395.0,1118930.0,1790288.0,895144.0,671358.0,1.6,0.0
103232,66267,8,26123,331333.333,265066.667,397600.0,132533.333,66266.667,66266.667,2.25,0.0
103225,130878,8,26123,130877.778,261755.556,261755.556,392633.333,523511.111,130877.778,1.5,0.0
103291,46729,27,26123,420561.37,2196264.932,1308413.151,700935.616,607477.534,794393.699,2.028,0.0
103298,51692,11,26123,51691.667,258458.333,155075.0,51691.667,361841.667,103383.333,1.333,0.0
103300,111892,26,26123,111891.541,2909180.054,1790264.649,1007023.865,671349.243,671349.243,3.364,0.0
103301,147405,21,26123,1031836.531,3537725.25,589620.875,1179241.75,1474052.188,1474052.188,1.684,0.0
103302,35000,1,26123,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,1.0,0.0
103303,187962,2,26123,939812.5,563887.5,563887.5,187962.5,375925.0,375925.0,1.143,0.0
103307,49000,1,26123,49000.0,147000.0,98000.0,49000.0,49000.0,49000.0,1.0,0.0
103309,62000,1,26123,62000.0,186000.0,62000.0,62000.0,62000.0,62000.0,1.0,0.0
103310,70000,1,26123,70000.0,210000.0,70000.0,70000.0,70000.0,70000.0,1.0,0.0
